crsyr1,origin_loc,cross_loc,us_loc
1985,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1972,Guanajuato,"Tijuana, Baja California del Norte",
1990,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1965,Guanajuato,"Tijuana, Baja California del Norte",
1985,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1987,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1986,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1984,Guanajuato,"Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA "
1984,Guanajuato,"Nuevo Laredo, Tamaulipas",
1981,"Uriangato, Guanajuato","Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1979,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1984,"Monterrey, Nuevo León","Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1976,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1981,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1986,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1974,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1997,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1994,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1969,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1989,Guanajuato,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1988,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1984,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ "
1968,Guanajuato,"Piedras Negras, Coahuila de Zaragoza","Chicago, IL "
1968,Guanajuato,"Piedras Negras, Coahuila de Zaragoza","Chicago, IL "
1952,Durango,"Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX "
1993,Durango,"Tijuana, Baja California del Norte","Fresno, CA "
1995,Durango,"Nogales, Sonora","Phoenix-Mesa, AZ "
1998,Durango,"Juárez, Chihuahua","Chicago, IL "
1973,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1974,Durango,"Tijuana, Baja California del Norte","San Jose, CA "
1998,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1987,"Canelas, Durango","Agua Prieta, Sonora",
1972,Durango,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1998,Durango,"Agua Prieta, Sonora","Phoenix-Mesa, AZ "
1992,Durango,"Tijuana, Baja California del Norte","Seattle-Bellevue-Everett, WA "
1968,Durango,"Matamoros, Tamaulipas",
1990,Durango,"Nogales, Sonora","Chicago, IL "
1985,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Durango,"Tijuana, Baja California del Norte",
1988,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Durango,"Juárez, Chihuahua","Chicago, IL "
1997,Durango,"Agua Prieta, Sonora",
1999,Durango,"Agua Prieta, Sonora",
1994,Durango,"Agua Prieta, Sonora","Atlanta, GA "
1998,Durango,"General Plutarco Elías Calles, Sonora","Phoenix-Mesa, AZ "
1974,Durango,"Tijuana, Baja California del Norte",
1973,Durango,"Tijuana, Baja California del Norte","San Francisco, CA "
1968,Durango,"Juárez, Chihuahua","Chicago, IL "
1990,Durango,"Tijuana, Baja California del Norte","St. Louis, MO-IL "
1985,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1968,Durango,"Juárez, Chihuahua","Chicago, IL "
1985,Durango,"Tijuana, Baja California del Norte","Bakersfield, CA "
1975,Durango,"Juárez, Chihuahua","Chicago, IL "
1976,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1973,Durango,"Juárez, Chihuahua","Chicago, IL "
1991,Durango,"Juárez, Chihuahua","Chicago, IL "
1980,Durango,"Piedras Negras, Coahuila de Zaragoza","Dallas, TX "
1996,Durango,"Juárez, Chihuahua","Phoenix-Mesa, AZ "
1988,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Durango,"Tijuana, Baja California del Norte","Stockton-Lodi, CA "
1993,Durango,"Juárez, Chihuahua","Chicago, IL "
1990,Durango,"Juárez, Chihuahua","St. Louis, MO-IL "
1995,Durango,"Juárez, Chihuahua","Chicago, IL "
1995,Durango,"Agua Prieta, Sonora","Phoenix-Mesa, AZ "
1988,Durango,"Juárez, Chihuahua",
1994,Durango,"Juárez, Chihuahua","Beaumont-Port Arthur, TX "
1993,Durango,"Tijuana, Baja California del Norte","San Jose, CA "
1992,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1997,Durango,"Juárez, Chihuahua","Houston, TX "
1995,Durango,"Tijuana, Baja California del Norte","Atlanta, GA "
1998,Durango,"Agua Prieta, Sonora","Chicago, IL "
1995,Durango,"Tijuana, Baja California del Norte","Fresno, CA "
1990,Durango,"Tijuana, Baja California del Norte",
1986,Durango,"Tijuana, Baja California del Norte","Salinas, CA "
1989,Durango,"Tijuana, Baja California del Norte","Stockton-Lodi, CA "
1999,"Juárez, Chihuahua",", Coahuila de Zaragoza",
1989,Durango,"Tijuana, Baja California del Norte","Dallas, TX "
1990,Durango,"Juárez, Chihuahua","Chicago, IL "
9999,"Ciudad de México, Distrito Federal","Piedras Negras, Coahuila de Zaragoza","Dallas, TX "
1971,Durango,"Juárez, Chihuahua","Chicago, IL "
9999,"Durango, Durango","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Durango,"Juárez, Chihuahua","Chicago, IL "
1974,Durango,"Piedras Negras, Coahuila de Zaragoza","Chicago, IL "
1999,Durango,", Coahuila de Zaragoza","Waco, TX "
1986,"Culiacan, Sinaloa","Agua Prieta, Sonora","Chicago, IL "
1961,Durango,"Juárez, Chihuahua","Chicago, IL "
1990,"Juárez, Chihuahua","Juárez, Chihuahua","Dallas, TX "
1985,Durango,"Tijuana, Baja California del Norte","Ventura, CA "
1995,"Tepehuanes, Durango","Ascención, Chihuahua","Chicago, IL "
1993,Durango,"Agua Prieta, Sonora","Chicago, IL "
1985,"Delicias, Chihuahua","Nuevo Laredo, Tamaulipas","Chicago, IL "
1997,Durango,", Coahuila de Zaragoza","Waco, TX "
1975,Durango,"Juárez, Chihuahua","Milwaukee-Waukesha, WI "
1974,Durango,"Nogales, Sonora","Salinas, CA "
1953,Durango,"Nogales, Sonora","McAllen-Edinburg-Mission, TX "
1986,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1967,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,Durango,"Juárez, Chihuahua","Chicago, IL "
1956,Durango,"Tijuana, Baja California del Norte",
1996,Durango,"Tijuana, Baja California del Norte","Orange County, CA "
1982,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1992,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1984,Baja California del Sur,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Durango,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1970,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1995,Durango,"Piedras Negras, Coahuila de Zaragoza","Dallas, TX "
1995,Durango,"Nogales, Sonora","Chicago, IL "
1989,Durango,"Tijuana, Baja California del Norte","San Diego, CA "
1981,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Durango,"Juárez, Chihuahua",
1979,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,Durango,"Juárez, Chihuahua",
1990,Durango,"Juárez, Chihuahua","Chicago, IL "
1990,Durango,"Nogales, Sonora","Chicago, IL "
1981,Durango,"Juárez, Chihuahua","Chicago, IL "
1977,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1973,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1967,Durango,"Juárez, Chihuahua","Fort Worth-Arlington, TX "
1975,Durango,"Juárez, Chihuahua",
1965,Durango,"Tijuana, Baja California del Norte","San Francisco, CA "
1979,Durango,"Nuevo Laredo, Tamaulipas",
1973,Durango,"Juárez, Chihuahua",
1975,Durango,"Juárez, Chihuahua","El Paso, TX "
1974,Durango,"Juárez, Chihuahua","Los Angeles-Long Beach, CA "
1980,Durango,"Juárez, Chihuahua","Chicago, IL "
1993,Durango,"Nogales, Sonora","Chicago, IL "
1969,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Durango,"Tijuana, Baja California del Norte","San Jose, CA "
1971,Durango,"Juárez, Chihuahua",
1973,Durango,"Juárez, Chihuahua","Dallas, TX "
1979,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Durango,"Juárez, Chihuahua","Dallas, TX "
1972,Durango,"Juárez, Chihuahua","Milwaukee-Waukesha, WI "
1979,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Durango,"Juárez, Chihuahua","Salinas, CA "
1980,Durango,"Nuevo Laredo, Tamaulipas","Los Angeles-Long Beach, CA "
1955,Durango,"Tijuana, Baja California del Norte","San Jose, CA "
1985,Durango,"Tijuana, Baja California del Norte",
1990,Durango,"Juárez, Chihuahua","Chicago, IL "
1977,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Durango,"Piedras Negras, Coahuila de Zaragoza","Waco, TX "
1985,"Querétaro, Querétaro","Nuevo Laredo, Tamaulipas",
1978,Durango,"Juárez, Chihuahua","Chicago, IL "
1991,Durango,"Juárez, Chihuahua","Chicago, IL "
1985,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1964,Durango,"Juárez, Chihuahua","Los Angeles-Long Beach, CA "
1979,Sonora,"Nogales, Sonora",
1989,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1998,Durango,"Nogales, Sonora","Chicago, IL "
1974,Durango,"Tijuana, Baja California del Norte","Sacramento, CA "
1981,Durango,"Monterrey, Nuevo León","Waco, TX "
1968,Durango,"Juárez, Chihuahua",
1980,Durango,", Coahuila de Zaragoza","Waco, TX "
1987,Durango,"Monterrey, Nuevo León","Houston, TX "
1996,Durango,"Juárez, Chihuahua","Atlanta, GA "
1975,Durango,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1998,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1985,Durango,", Coahuila de Zaragoza","Houston, TX "
1971,Durango,"Juárez, Chihuahua","Chicago, IL "
1993,Durango,"Tecate, Baja California del Norte","Chicago, IL "
1989,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1990,Durango,"Agua Prieta, Sonora","Chicago, IL "
1971,Durango,"Juárez, Chihuahua","Brownsville-Harlingen-San Benito, TX "
1992,Durango,"Tijuana, Baja California del Norte","Dallas, TX "
1975,Durango,"Juárez, Chihuahua","Chicago, IL "
1998,Durango,"Juárez, Chihuahua","Chicago, IL "
1995,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Durango,"Tijuana, Baja California del Norte",
1975,"Tijuana, Baja California del Norte","Nuevo Laredo, Tamaulipas",
1977,Durango,"Nuevo Laredo, Tamaulipas",
1980,Durango,"Nuevo Laredo, Tamaulipas",
1983,Durango,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1995,Durango,"Nuevo Laredo, Tamaulipas",
1979,Durango,"Tijuana, Baja California del Norte",
1988,Durango,"Nuevo Laredo, Tamaulipas","Atlanta, GA "
1978,Durango,"Nuevo Laredo, Tamaulipas",
1998,Durango,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1946,Durango,"Nuevo Laredo, Tamaulipas",
1980,Durango,"Nuevo Laredo, Tamaulipas",
1998,Durango,"Nuevo Laredo, Tamaulipas","Waco, TX "
1970,Durango,"Juárez, Chihuahua","Chicago, IL "
1981,Durango,"Nuevo Laredo, Tamaulipas",
1979,Durango,"Nuevo Laredo, Tamaulipas","Houston, TX "
1988,Durango,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1985,Durango,"Nuevo Laredo, Tamaulipas",
1986,Durango,"Agua Prieta, Sonora","Phoenix-Mesa, AZ "
1978,Durango,"Juárez, Chihuahua","Houston, TX "
1975,Durango,"Juárez, Chihuahua","Las Cruces, NM "
1983,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1984,"Durango, Durango",", Coahuila de Zaragoza","Houston, TX "
1975,"Juárez, Chihuahua","Juárez, Chihuahua",
1964,Durango,"Juárez, Chihuahua",
1981,Durango,"Tijuana, Baja California del Norte","Houston, TX "
1991,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1983,Durango,"Matamoros, Tamaulipas","Orlando, FL "
1998,Durango,"Agua Prieta, Sonora","Chicago, IL "
1997,Durango,", Coahuila de Zaragoza",
1997,Durango,"Piedras Negras, Coahuila de Zaragoza","Waco, TX "
1991,"Durango, Durango","Piedras Negras, Coahuila de Zaragoza","Miami, FL "
1981,Durango,"Juárez, Chihuahua","Waco, TX "
1987,Durango,"Piedras Negras, Coahuila de Zaragoza","Chicago, IL "
1951,Durango,"Nogales, Sonora","Phoenix-Mesa, AZ "
1970,Durango,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1990,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,Durango,"Tijuana, Baja California del Norte","San Jose, CA "
1977,Durango,"Tijuana, Baja California del Norte","Fresno, CA "
1985,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1957,"San Juan del Río, Durango","Juárez, Chihuahua","Chicago, IL "
1989,Durango,"Tijuana, Baja California del Norte","Atlanta, GA "
1986,Durango,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1969,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1995,Durango,"Reynosa, Tamaulipas","Corpus Christi, TX "
1960,Durango,"Juárez, Chihuahua","Houston, TX "
1989,Durango,"Juárez, Chihuahua","Chicago, IL "
1995,Durango,"Juárez, Chihuahua",
1990,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1952,Durango,"Juárez, Chihuahua","Chicago, IL "
1985,Durango,"Juárez, Chihuahua",
1988,"Indé, Durango","Juárez, Chihuahua","Los Angeles-Long Beach, CA "
1989,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1958,Durango,"Tijuana, Baja California del Norte","San Jose, CA "
1989,Durango,"Juárez, Chihuahua","Chicago, IL "
1972,"Otáez, Durango","Juárez, Chihuahua","Chicago, IL "
1981,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1998,Durango,"Juárez, Chihuahua","Chicago, IL "
1998,"Tijuana, Baja California del Norte","Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,Durango,"Agua Prieta, Sonora","Chicago, IL "
1980,Durango,"Torreón, Coahuila de Zaragoza","Dallas, TX "
1980,Durango,"Múzquiz, Coahuila de Zaragoza","Dallas, TX "
1997,"Chihuahua, Chihuahua","Juárez, Chihuahua","Chicago, IL "
1981,Durango,"Reynosa, Tamaulipas","Dallas, TX "
1993,Durango,"Tijuana, Baja California del Norte","Houston, TX "
1978,Durango,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1994,Durango,"Piedras Negras, Coahuila de Zaragoza","Dallas, TX "
1980,Durango,"Piedras Negras, Coahuila de Zaragoza","Dallas, TX "
1979,Durango,"Juárez, Chihuahua","Amarillo, TX "
1983,Durango,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1999,Durango,"Agua Prieta, Sonora","Waco, TX "
1997,Durango,"Tijuana, Baja California del Norte","Chicago, IL "
1968,Nuevo León,", Coahuila de Zaragoza",
1958,Nuevo León,"Reynosa, Tamaulipas","Chicago, IL "
1949,Nuevo León,"Matamoros, Tamaulipas","Brownsville-Harlingen-San Benito, TX "
1951,Nuevo León,"Reynosa, Tamaulipas",
1965,Nuevo León,"Nuevo Laredo, Tamaulipas","San Antonio, TX "
1988,Nuevo León,"Reynosa, Tamaulipas","Dallas, TX "
1957,Nuevo León,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA "
1953,Nuevo León,"Juárez, Chihuahua","El Paso, TX "
1994,Nuevo León,"Nuevo Laredo, Tamaulipas","Dallas, TX "
1947,"Ciudad de México, Distrito Federal","Miguel Alemán, Tamaulipas",
1982,Nuevo León,"Tijuana, Baja California del Norte",
1982,Chihuahua,"Juárez, Chihuahua",
1998,Chihuahua,"Juárez, Chihuahua",
1996,Chihuahua,"Nogales, Sonora","Phoenix-Mesa, AZ "
1982,Chihuahua,"Juárez, Chihuahua",
1981,Chihuahua,"Juárez, Chihuahua",
1985,Chihuahua,"Juárez, Chihuahua",
1997,Chihuahua,"Ojinaga, Chihuahua","Indianapolis, IN "
1992,Chihuahua,"Ojinaga, Chihuahua",
1989,Chihuahua,"Juárez, Chihuahua",
1997,Chihuahua,"Nogales, Sonora","Phoenix-Mesa, AZ "
1985,Chihuahua,"Juárez, Chihuahua",
1968,"Saucillo, Chihuahua","Juárez, Chihuahua",
1984,Chihuahua,"Juárez, Chihuahua","Las Cruces, NM "
1995,Chihuahua,"Juárez, Chihuahua",
1988,Chihuahua,"Juárez, Chihuahua",
1984,Chihuahua,"Juárez, Chihuahua",
1983,Chihuahua,"Juárez, Chihuahua",
1991,Chihuahua,"Juárez, Chihuahua",
1975,Chihuahua,"Ojinaga, Chihuahua","Dallas, TX "
1997,Chihuahua,"Juárez, Chihuahua","Dallas, TX "
1985,Chihuahua,"Juárez, Chihuahua",
1996,Chihuahua,"Juárez, Chihuahua","Kansas City, MO-KS "
1991,Chihuahua,"Ojinaga, Chihuahua","Odessa-Midland, TX "
1998,Chihuahua,"Juárez, Chihuahua",
1986,Chihuahua,"Juárez, Chihuahua",
1981,Chihuahua,"Juárez, Chihuahua",
1976,Chihuahua,"Juárez, Chihuahua","Fresno, CA "
1984,"Jiménez, Chihuahua","Juárez, Chihuahua",
1969,"Aldama, Chihuahua","Juárez, Chihuahua",
1982,Chihuahua,"Juárez, Chihuahua",
1971,Chihuahua,"Juárez, Chihuahua","Dallas, TX "
1995,Chihuahua,"Juárez, Chihuahua","Phoenix-Mesa, AZ "
1997,Chihuahua,"Juárez, Chihuahua",
1995,Chihuahua,"Agua Prieta, Sonora","Phoenix-Mesa, AZ "
1985,Chihuahua,"Juárez, Chihuahua","Los Angeles-Long Beach, CA "
1994,"Delicias, Chihuahua","Juárez, Chihuahua","Phoenix-Mesa, AZ "
1980,Chihuahua,"Juárez, Chihuahua","Phoenix-Mesa, AZ "
1994,Chihuahua,"Juárez, Chihuahua","San Antonio, TX "
1982,Chihuahua,"Juárez, Chihuahua","Phoenix-Mesa, AZ "
1998,Chihuahua,"Juárez, Chihuahua","Phoenix-Mesa, AZ "
1995,Chihuahua,"Juárez, Chihuahua",
1986,Chihuahua,"Juárez, Chihuahua","Dallas, TX "
